territorio,sesso,stato_denuncia,periodo,numero_vittime
non indicato,maschi,non disponibile,2018,11
non indicato,maschi,non disponibile,2019,15
non indicato,maschi,non disponibile,2020,92
non indicato,maschi,non disponibile,2021,81
non indicato,maschi,non disponibile,2022,23
non indicato,maschi,non disponibile,2023,6
non indicato,maschi,non disponibile,2024,8
non indicato,femmine,denuncia,2015,34
non indicato,femmine,denuncia,2016,30
non indicato,femmine,denuncia,2017,106
non indicato,femmine,denuncia,2018,64
non indicato,femmine,denuncia,2019,37
non indicato,femmine,denuncia,2020,129
non indicato,femmine,denuncia,2021,103
non indicato,femmine,denuncia,2022,43
non indicato,femmine,denuncia,2023,229
non indicato,femmine,denuncia,2024,87
non indicato,femmine,ritira la denuncia,2015,8
non indicato,femmine,ritira la denuncia,2016,13
non indicato,femmine,ritira la denuncia,2017,26
non indicato,femmine,ritira la denuncia,2018,22
non indicato,femmine,ritira la denuncia,2019,6
non indicato,femmine,ritira la denuncia,2020,25
non indicato,femmine,ritira la denuncia,2021,17
non indicato,femmine,ritira la denuncia,2022,10
non indicato,femmine,ritira la denuncia,2023,39
non indicato,femmine,ritira la denuncia,2024,25
non indicato,femmine,non denuncia,2015,157
non indicato,femmine,non denuncia,2016,208
non indicato,femmine,non denuncia,2017,512
non indicato,femmine,non denuncia,2018,394
non indicato,femmine,non denuncia,2019,254
non indicato,femmine,non denuncia,2020,794
non indicato,femmine,non denuncia,2021,823
non indicato,femmine,non denuncia,2022,383
non indicato,femmine,non denuncia,2023,1629
non indicato,femmine,non denuncia,2024,852
non indicato,femmine,non risponde,2015,2
non indicato,femmine,non risponde,2017,8
non indicato,femmine,non risponde,2018,5
non indicato,femmine,non risponde,2019,3
non indicato,femmine,non risponde,2020,16
non indicato,femmine,non risponde,2021,48
non indicato,femmine,non risponde,2022,48
non indicato,femmine,non risponde,2023,479
non indicato,femmine,non risponde,2024,157
non indicato,femmine,non disponibile,2015,172
non indicato,femmine,non disponibile,2016,137
non indicato,femmine,non disponibile,2017,235
non indicato,femmine,non disponibile,2018,293
non indicato,femmine,non disponibile,2019,244
non indicato,femmine,non disponibile,2020,1431
non indicato,femmine,non disponibile,2021,1181
non indicato,femmine,non disponibile,2022,921
non indicato,femmine,non disponibile,2023,199
non indicato,femmine,non disponibile,2024,151
non indicato,non indicato,denuncia,2023,2
non indicato,non indicato,non denuncia,2023,7
non indicato,non indicato,non denuncia,2024,4
non indicato,non indicato,non risponde,2023,22
non indicato,non indicato,non risponde,2024,10
non indicato,non indicato,non disponibile,2015,1
non indicato,non indicato,non disponibile,2019,2
non indicato,non indicato,non disponibile,2020,9
non indicato,non indicato,non disponibile,2021,11
non indicato,non indicato,non disponibile,2022,15
non indicato,non indicato,non disponibile,2023,1125
non indicato,non indicato,non disponibile,2024,832
