territorio,motivo_chiamata,sesso,nazionalità_utente,periodo,numero_vittime
lombardia,segnalazione disfunzione servizi pubblici/privati,maschi,italia,2018,1
lombardia,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2015,3
lombardia,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2016,5
lombardia,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2017,2
lombardia,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2018,4
lombardia,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2019,3
lombardia,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2020,3
lombardia,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2021,4
lombardia,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2022,1
lombardia,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2023,1
lombardia,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2024,3
lombardia,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2015,3
lombardia,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2016,5
lombardia,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2017,2
lombardia,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2018,4
lombardia,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2019,3
lombardia,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2020,3
lombardia,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2021,4
lombardia,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2022,1
lombardia,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2023,1
lombardia,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2024,3
lombardia,segnalazione di informazione scorretta sui media,maschi,estero,2023,1
lombardia,segnalazione di informazione scorretta sui media,maschi,italia,2023,1
lombardia,segnalazione di informazione scorretta sui media,femmine,estero,2018,2
lombardia,segnalazione di informazione scorretta sui media,femmine,estero,2021,1
lombardia,segnalazione di informazione scorretta sui media,femmine,estero,2023,1
lombardia,segnalazione di informazione scorretta sui media,femmine,italia,2018,2
lombardia,segnalazione di informazione scorretta sui media,femmine,italia,2021,1
lombardia,segnalazione di informazione scorretta sui media,femmine,italia,2023,1
lombardia,chiamata internazionale fuori orario,maschi,estero,2020,1
lombardia,chiamata internazionale fuori orario,maschi,italia,2020,1
lombardia,chiamata internazionale fuori orario,femmine,estero,2015,6
lombardia,chiamata internazionale fuori orario,femmine,estero,2016,1
lombardia,chiamata internazionale fuori orario,femmine,estero,2017,4
lombardia,chiamata internazionale fuori orario,femmine,estero,2018,4
lombardia,chiamata internazionale fuori orario,femmine,estero,2019,4
lombardia,chiamata internazionale fuori orario,femmine,estero,2020,4
lombardia,chiamata internazionale fuori orario,femmine,estero,2017,1
lombardia,chiamata internazionale fuori orario,femmine,estero,2018,3
lombardia,chiamata internazionale fuori orario,femmine,estero,2019,2
lombardia,chiamata internazionale fuori orario,femmine,estero,2020,3
lombardia,chiamata internazionale fuori orario,femmine,italia,2017,3
lombardia,chiamata internazionale fuori orario,femmine,italia,2018,1
lombardia,chiamata internazionale fuori orario,femmine,italia,2019,2
lombardia,chiamata internazionale fuori orario,femmine,italia,2020,1
lombardia,numeri utili per chiamate fuori target,maschi,estero,2015,34
lombardia,numeri utili per chiamate fuori target,maschi,estero,2016,26
lombardia,numeri utili per chiamate fuori target,maschi,estero,2017,31
lombardia,numeri utili per chiamate fuori target,maschi,estero,2018,42
lombardia,numeri utili per chiamate fuori target,maschi,estero,2019,29
lombardia,numeri utili per chiamate fuori target,maschi,estero,2020,85
lombardia,numeri utili per chiamate fuori target,maschi,estero,2021,41
lombardia,numeri utili per chiamate fuori target,maschi,estero,2022,44
lombardia,numeri utili per chiamate fuori target,maschi,estero,2023,83
lombardia,numeri utili per chiamate fuori target,maschi,estero,2024,129
lombardia,numeri utili per chiamate fuori target,maschi,estero,2015,1
lombardia,numeri utili per chiamate fuori target,maschi,estero,2017,1
lombardia,numeri utili per chiamate fuori target,maschi,estero,2018,1
lombardia,numeri utili per chiamate fuori target,maschi,estero,2019,1
lombardia,numeri utili per chiamate fuori target,maschi,estero,2020,4
lombardia,numeri utili per chiamate fuori target,maschi,estero,2021,2
lombardia,numeri utili per chiamate fuori target,maschi,estero,2023,7
lombardia,numeri utili per chiamate fuori target,maschi,estero,2024,5
lombardia,numeri utili per chiamate fuori target,maschi,italia,2015,33
lombardia,numeri utili per chiamate fuori target,maschi,italia,2016,26
lombardia,numeri utili per chiamate fuori target,maschi,italia,2017,30
lombardia,numeri utili per chiamate fuori target,maschi,italia,2018,41
lombardia,numeri utili per chiamate fuori target,maschi,italia,2019,28
lombardia,numeri utili per chiamate fuori target,maschi,italia,2020,81
lombardia,numeri utili per chiamate fuori target,maschi,italia,2021,39
lombardia,numeri utili per chiamate fuori target,maschi,italia,2022,44
lombardia,numeri utili per chiamate fuori target,maschi,italia,2023,76
lombardia,numeri utili per chiamate fuori target,maschi,italia,2024,124
lombardia,numeri utili per chiamate fuori target,femmine,estero,2015,220
lombardia,numeri utili per chiamate fuori target,femmine,estero,2016,143
lombardia,numeri utili per chiamate fuori target,femmine,estero,2017,167
lombardia,numeri utili per chiamate fuori target,femmine,estero,2018,309
lombardia,numeri utili per chiamate fuori target,femmine,estero,2019,156
lombardia,numeri utili per chiamate fuori target,femmine,estero,2020,302
lombardia,numeri utili per chiamate fuori target,femmine,estero,2021,244
lombardia,numeri utili per chiamate fuori target,femmine,estero,2022,294
lombardia,numeri utili per chiamate fuori target,femmine,estero,2023,535
lombardia,numeri utili per chiamate fuori target,femmine,estero,2024,762
lombardia,numeri utili per chiamate fuori target,femmine,estero,2015,7
lombardia,numeri utili per chiamate fuori target,femmine,estero,2016,6
lombardia,numeri utili per chiamate fuori target,femmine,estero,2017,7
lombardia,numeri utili per chiamate fuori target,femmine,estero,2018,18
lombardia,numeri utili per chiamate fuori target,femmine,estero,2019,13
lombardia,numeri utili per chiamate fuori target,femmine,estero,2020,21
lombardia,numeri utili per chiamate fuori target,femmine,estero,2021,12
lombardia,numeri utili per chiamate fuori target,femmine,estero,2022,13
lombardia,numeri utili per chiamate fuori target,femmine,estero,2023,16
lombardia,numeri utili per chiamate fuori target,femmine,estero,2024,48
lombardia,numeri utili per chiamate fuori target,femmine,italia,2015,213
lombardia,numeri utili per chiamate fuori target,femmine,italia,2016,137
lombardia,numeri utili per chiamate fuori target,femmine,italia,2017,160
lombardia,numeri utili per chiamate fuori target,femmine,italia,2018,291
lombardia,numeri utili per chiamate fuori target,femmine,italia,2019,143
lombardia,numeri utili per chiamate fuori target,femmine,italia,2020,281
lombardia,numeri utili per chiamate fuori target,femmine,italia,2021,232
lombardia,numeri utili per chiamate fuori target,femmine,italia,2022,281
lombardia,numeri utili per chiamate fuori target,femmine,italia,2023,519
lombardia,numeri utili per chiamate fuori target,femmine,italia,2024,714
lombardia,numeri utili per chiamate fuori target,non indicato,estero,2023,8
lombardia,numeri utili per chiamate fuori target,non indicato,estero,2024,7
lombardia,numeri utili per chiamate fuori target,non indicato,estero,2024,1
lombardia,numeri utili per chiamate fuori target,non indicato,italia,2023,8
lombardia,numeri utili per chiamate fuori target,non indicato,italia,2024,6
lombardia,consulenza,maschi,estero,2024,1
lombardia,consulenza,maschi,italia,2024,1
lombardia,consulenza,femmine,estero,2023,16
lombardia,consulenza,femmine,estero,2024,5
lombardia,consulenza,femmine,estero,2023,5
lombardia,consulenza,femmine,estero,2024,2
lombardia,consulenza,femmine,italia,2023,11
lombardia,consulenza,femmine,italia,2024,3
nord est,richiesta di aiuto vittima di stalking,maschi,estero,2015,16
nord est,richiesta di aiuto vittima di stalking,maschi,estero,2016,18
nord est,richiesta di aiuto vittima di stalking,maschi,estero,2017,17
nord est,richiesta di aiuto vittima di stalking,maschi,estero,2018,9
nord est,richiesta di aiuto vittima di stalking,maschi,estero,2019,12
nord est,richiesta di aiuto vittima di stalking,maschi,estero,2020,27
nord est,richiesta di aiuto vittima di stalking,maschi,estero,2021,27
nord est,richiesta di aiuto vittima di stalking,maschi,estero,2022,12
nord est,richiesta di aiuto vittima di stalking,maschi,estero,2023,20
nord est,richiesta di aiuto vittima di stalking,maschi,estero,2024,19
nord est,richiesta di aiuto vittima di stalking,maschi,estero,2020,1
nord est,richiesta di aiuto vittima di stalking,maschi,estero,2023,1
nord est,richiesta di aiuto vittima di stalking,maschi,estero,2024,1
nord est,richiesta di aiuto vittima di stalking,maschi,italia,2015,16
nord est,richiesta di aiuto vittima di stalking,maschi,italia,2016,18
nord est,richiesta di aiuto vittima di stalking,maschi,italia,2017,17
nord est,richiesta di aiuto vittima di stalking,maschi,italia,2018,9
nord est,richiesta di aiuto vittima di stalking,maschi,italia,2019,12
nord est,richiesta di aiuto vittima di stalking,maschi,italia,2020,26
nord est,richiesta di aiuto vittima di stalking,maschi,italia,2021,27
nord est,richiesta di aiuto vittima di stalking,maschi,italia,2022,12
nord est,richiesta di aiuto vittima di stalking,maschi,italia,2023,19
nord est,richiesta di aiuto vittima di stalking,maschi,italia,2024,18
nord est,richiesta di aiuto vittima di stalking,femmine,estero,2015,100
nord est,richiesta di aiuto vittima di stalking,femmine,estero,2016,112
nord est,richiesta di aiuto vittima di stalking,femmine,estero,2017,102
nord est,richiesta di aiuto vittima di stalking,femmine,estero,2018,117
nord est,richiesta di aiuto vittima di stalking,femmine,estero,2019,128
nord est,richiesta di aiuto vittima di stalking,femmine,estero,2020,161
nord est,richiesta di aiuto vittima di stalking,femmine,estero,2021,228
nord est,richiesta di aiuto vittima di stalking,femmine,estero,2022,168
nord est,richiesta di aiuto vittima di stalking,femmine,estero,2023,223
nord est,richiesta di aiuto vittima di stalking,femmine,estero,2024,384
nord est,richiesta di aiuto vittima di stalking,femmine,estero,2015,12
nord est,richiesta di aiuto vittima di stalking,femmine,estero,2016,9
nord est,richiesta di aiuto vittima di stalking,femmine,estero,2017,10
nord est,richiesta di aiuto vittima di stalking,femmine,estero,2018,9
nord est,richiesta di aiuto vittima di stalking,femmine,estero,2019,11
nord est,richiesta di aiuto vittima di stalking,femmine,estero,2020,15
nord est,richiesta di aiuto vittima di stalking,femmine,estero,2021,22
nord est,richiesta di aiuto vittima di stalking,femmine,estero,2022,11
nord est,richiesta di aiuto vittima di stalking,femmine,estero,2023,18
nord est,richiesta di aiuto vittima di stalking,femmine,estero,2024,19
nord est,richiesta di aiuto vittima di stalking,femmine,italia,2015,88
nord est,richiesta di aiuto vittima di stalking,femmine,italia,2016,103
nord est,richiesta di aiuto vittima di stalking,femmine,italia,2017,92
nord est,richiesta di aiuto vittima di stalking,femmine,italia,2018,108
nord est,richiesta di aiuto vittima di stalking,femmine,italia,2019,117
nord est,richiesta di aiuto vittima di stalking,femmine,italia,2020,146
nord est,richiesta di aiuto vittima di stalking,femmine,italia,2021,206
nord est,richiesta di aiuto vittima di stalking,femmine,italia,2022,157
nord est,richiesta di aiuto vittima di stalking,femmine,italia,2023,205
nord est,richiesta di aiuto vittima di stalking,femmine,italia,2024,365
nord est,richiesta di aiuto vittima di stalking,non indicato,estero,2023,1
nord est,richiesta di aiuto vittima di stalking,non indicato,italia,2023,1
nord est,richiesta di aiuto vittima di violenza,maschi,estero,2015,27
nord est,richiesta di aiuto vittima di violenza,maschi,estero,2016,21
nord est,richiesta di aiuto vittima di violenza,maschi,estero,2017,20
nord est,richiesta di aiuto vittima di violenza,maschi,estero,2018,25
nord est,richiesta di aiuto vittima di violenza,maschi,estero,2019,23
nord est,richiesta di aiuto vittima di violenza,maschi,estero,2020,48
nord est,richiesta di aiuto vittima di violenza,maschi,estero,2021,45
nord est,richiesta di aiuto vittima di violenza,maschi,estero,2022,15
nord est,richiesta di aiuto vittima di violenza,maschi,estero,2023,50
nord est,richiesta di aiuto vittima di violenza,maschi,estero,2024,56
nord est,richiesta di aiuto vittima di violenza,maschi,estero,2015,2
nord est,richiesta di aiuto vittima di violenza,maschi,estero,2016,1
nord est,richiesta di aiuto vittima di violenza,maschi,estero,2017,1
nord est,richiesta di aiuto vittima di violenza,maschi,estero,2019,2
nord est,richiesta di aiuto vittima di violenza,maschi,estero,2020,2
nord est,richiesta di aiuto vittima di violenza,maschi,estero,2021,2
nord est,richiesta di aiuto vittima di violenza,maschi,estero,2023,4
nord est,richiesta di aiuto vittima di violenza,maschi,estero,2024,3
nord est,richiesta di aiuto vittima di violenza,maschi,italia,2015,25
nord est,richiesta di aiuto vittima di violenza,maschi,italia,2016,20
nord est,richiesta di aiuto vittima di violenza,maschi,italia,2017,19
nord est,richiesta di aiuto vittima di violenza,maschi,italia,2018,25
nord est,richiesta di aiuto vittima di violenza,maschi,italia,2019,21
nord est,richiesta di aiuto vittima di violenza,maschi,italia,2020,46
nord est,richiesta di aiuto vittima di violenza,maschi,italia,2021,43
nord est,richiesta di aiuto vittima di violenza,maschi,italia,2022,15
nord est,richiesta di aiuto vittima di violenza,maschi,italia,2023,46
nord est,richiesta di aiuto vittima di violenza,maschi,italia,2024,53
