territorio,sesso,nazionalità_utente,modalità_intervento,periodo,numero_vittime
non indicato,maschi,estero,chiamate valide,2017,433
non indicato,maschi,estero,chiamate valide,2018,542
non indicato,maschi,estero,chiamate valide,2019,307
non indicato,maschi,estero,chiamate valide,2020,876
non indicato,maschi,estero,chiamate valide,2021,1602
non indicato,maschi,estero,chiamate valide,2022,1454
non indicato,maschi,estero,chiamate valide,2023,2421
non indicato,maschi,estero,chiamate valide,2024,3575
non indicato,maschi,estero,richiesto intervento del 118,2023,2
non indicato,maschi,estero,richiesto intervento del 118,2024,12
non indicato,maschi,estero,richiesto intervento del 112,2015,6
non indicato,maschi,estero,richiesto intervento del 112,2016,2
non indicato,maschi,estero,richiesto intervento del 112,2017,4
non indicato,maschi,estero,richiesto intervento del 112,2018,1
non indicato,maschi,estero,richiesto intervento del 112,2019,3
non indicato,maschi,estero,richiesto intervento del 112,2020,1
non indicato,maschi,estero,richiesto intervento del 112,2023,108
non indicato,maschi,estero,richiesto intervento del 112,2024,261
non indicato,maschi,estero,richiesto intervento del 113,2015,1
non indicato,maschi,estero,richiesto intervento del 113,2016,1
non indicato,maschi,estero,richiesto intervento del 113,2017,4
non indicato,maschi,estero,richiesto intervento del 113,2018,1
non indicato,maschi,estero,richiesto intervento del 113,2019,3
non indicato,maschi,estero,richiesto intervento del 113,2023,122
non indicato,maschi,estero,richiesto intervento del 113,2024,291
non indicato,maschi,estero,trasferito servizio,2015,1
non indicato,maschi,estero,trasferito servizio,2017,3
non indicato,maschi,estero,trasferito servizio,2018,3
non indicato,maschi,estero,trasferito servizio,2020,8
non indicato,maschi,estero,trasferito servizio,2021,5
non indicato,maschi,estero,trasferito servizio,2022,4
non indicato,maschi,estero,trasferito servizio,2023,9
non indicato,maschi,estero,trasferito servizio,2024,13
non indicato,maschi,estero,non trasferito servizio,2015,4
non indicato,maschi,estero,non trasferito servizio,2016,8
non indicato,maschi,estero,non trasferito servizio,2017,12
non indicato,maschi,estero,non trasferito servizio,2018,19
non indicato,maschi,estero,non trasferito servizio,2019,7
non indicato,maschi,estero,non trasferito servizio,2020,26
non indicato,maschi,estero,non trasferito servizio,2021,33
non indicato,maschi,estero,non trasferito servizio,2022,46
non indicato,maschi,estero,non trasferito servizio,2023,33
non indicato,maschi,estero,non trasferito servizio,2024,38
non indicato,maschi,estero,chiamate valide,2015,5
non indicato,maschi,estero,chiamate valide,2016,8
non indicato,maschi,estero,chiamate valide,2017,15
non indicato,maschi,estero,chiamate valide,2018,22
non indicato,maschi,estero,chiamate valide,2019,7
non indicato,maschi,estero,chiamate valide,2020,34
non indicato,maschi,estero,chiamate valide,2021,38
non indicato,maschi,estero,chiamate valide,2022,50
non indicato,maschi,estero,chiamate valide,2023,42
non indicato,maschi,estero,chiamate valide,2024,51
non indicato,maschi,estero,richiesto intervento del 112,2023,3
non indicato,maschi,estero,richiesto intervento del 112,2024,6
non indicato,maschi,estero,richiesto intervento del 113,2023,3
non indicato,maschi,estero,richiesto intervento del 113,2024,5
non indicato,maschi,italia,trasferito servizio,2015,43
non indicato,maschi,italia,trasferito servizio,2016,53
non indicato,maschi,italia,trasferito servizio,2017,103
non indicato,maschi,italia,trasferito servizio,2018,70
non indicato,maschi,italia,trasferito servizio,2019,33
non indicato,maschi,italia,trasferito servizio,2020,147
non indicato,maschi,italia,trasferito servizio,2021,68
non indicato,maschi,italia,trasferito servizio,2022,37
non indicato,maschi,italia,trasferito servizio,2023,300
non indicato,maschi,italia,trasferito servizio,2024,570
non indicato,maschi,italia,non trasferito servizio,2015,250
non indicato,maschi,italia,non trasferito servizio,2016,165
non indicato,maschi,italia,non trasferito servizio,2017,315
non indicato,maschi,italia,non trasferito servizio,2018,449
non indicato,maschi,italia,non trasferito servizio,2019,267
non indicato,maschi,italia,non trasferito servizio,2020,695
non indicato,maschi,italia,non trasferito servizio,2021,1496
non indicato,maschi,italia,non trasferito servizio,2022,1367
non indicato,maschi,italia,non trasferito servizio,2023,2079
non indicato,maschi,italia,non trasferito servizio,2024,2954
non indicato,maschi,italia,chiamate valide,2015,293
non indicato,maschi,italia,chiamate valide,2016,218
non indicato,maschi,italia,chiamate valide,2017,418
non indicato,maschi,italia,chiamate valide,2018,519
non indicato,maschi,italia,chiamate valide,2019,300
non indicato,maschi,italia,chiamate valide,2020,842
non indicato,maschi,italia,chiamate valide,2021,1564
non indicato,maschi,italia,chiamate valide,2022,1404
non indicato,maschi,italia,chiamate valide,2023,2379
non indicato,maschi,italia,chiamate valide,2024,3524
non indicato,maschi,italia,richiesto intervento del 118,2023,2
non indicato,maschi,italia,richiesto intervento del 118,2024,12
non indicato,maschi,italia,richiesto intervento del 112,2015,6
non indicato,maschi,italia,richiesto intervento del 112,2016,2
non indicato,maschi,italia,richiesto intervento del 112,2017,4
non indicato,maschi,italia,richiesto intervento del 112,2018,1
non indicato,maschi,italia,richiesto intervento del 112,2019,3
non indicato,maschi,italia,richiesto intervento del 112,2020,1
non indicato,maschi,italia,richiesto intervento del 112,2023,105
non indicato,maschi,italia,richiesto intervento del 112,2024,255
non indicato,maschi,italia,richiesto intervento del 113,2015,1
non indicato,maschi,italia,richiesto intervento del 113,2016,1
non indicato,maschi,italia,richiesto intervento del 113,2017,4
non indicato,maschi,italia,richiesto intervento del 113,2018,1
non indicato,maschi,italia,richiesto intervento del 113,2019,3
non indicato,maschi,italia,richiesto intervento del 113,2023,119
non indicato,maschi,italia,richiesto intervento del 113,2024,286
non indicato,maschi,non indicato,non trasferito servizio,2018,1
non indicato,maschi,non indicato,chiamate valide,2018,1
non indicato,femmine,estero,trasferito servizio,2015,475
non indicato,femmine,estero,trasferito servizio,2016,404
non indicato,femmine,estero,trasferito servizio,2017,982
non indicato,femmine,estero,trasferito servizio,2018,675
non indicato,femmine,estero,trasferito servizio,2019,301
non indicato,femmine,estero,trasferito servizio,2020,2143
non indicato,femmine,estero,trasferito servizio,2021,736
non indicato,femmine,estero,trasferito servizio,2022,264
non indicato,femmine,estero,trasferito servizio,2023,2246
non indicato,femmine,estero,trasferito servizio,2024,2035
non indicato,femmine,estero,non trasferito servizio,2015,900
non indicato,femmine,estero,non trasferito servizio,2016,774
non indicato,femmine,estero,non trasferito servizio,2017,1188
non indicato,femmine,estero,non trasferito servizio,2018,1971
non indicato,femmine,estero,non trasferito servizio,2019,1484
non indicato,femmine,estero,non trasferito servizio,2020,3893
non indicato,femmine,estero,non trasferito servizio,2021,7925
non indicato,femmine,estero,non trasferito servizio,2022,7038
non indicato,femmine,estero,non trasferito servizio,2023,9821
non indicato,femmine,estero,non trasferito servizio,2024,12362
non indicato,femmine,estero,chiamate valide,2015,1375
non indicato,femmine,estero,chiamate valide,2016,1178
non indicato,femmine,estero,chiamate valide,2017,2170
non indicato,femmine,estero,chiamate valide,2018,2646
non indicato,femmine,estero,chiamate valide,2019,1785
non indicato,femmine,estero,chiamate valide,2020,6036
non indicato,femmine,estero,chiamate valide,2021,8661
non indicato,femmine,estero,chiamate valide,2022,7302
non indicato,femmine,estero,chiamate valide,2023,12067
non indicato,femmine,estero,chiamate valide,2024,14397
non indicato,femmine,estero,richiesto intervento del 118,2016,2
non indicato,femmine,estero,richiesto intervento del 118,2017,2
non indicato,femmine,estero,richiesto intervento del 118,2022,2
non indicato,femmine,estero,richiesto intervento del 118,2023,20
non indicato,femmine,estero,richiesto intervento del 118,2024,46
non indicato,femmine,estero,richiesto intervento del 112,2015,12
non indicato,femmine,estero,richiesto intervento del 112,2016,16
non indicato,femmine,estero,richiesto intervento del 112,2017,24
non indicato,femmine,estero,richiesto intervento del 112,2018,25
non indicato,femmine,estero,richiesto intervento del 112,2019,27
non indicato,femmine,estero,richiesto intervento del 112,2020,14
non indicato,femmine,estero,richiesto intervento del 112,2021,2
non indicato,femmine,estero,richiesto intervento del 112,2022,4
non indicato,femmine,estero,richiesto intervento del 112,2023,493
non indicato,femmine,estero,richiesto intervento del 112,2024,899
non indicato,femmine,estero,richiesto intervento del 113,2015,10
non indicato,femmine,estero,richiesto intervento del 113,2016,13
non indicato,femmine,estero,richiesto intervento del 113,2017,20
non indicato,femmine,estero,richiesto intervento del 113,2018,18
non indicato,femmine,estero,richiesto intervento del 113,2019,15
non indicato,femmine,estero,richiesto intervento del 113,2020,4
non indicato,femmine,estero,richiesto intervento del 113,2021,3
non indicato,femmine,estero,richiesto intervento del 113,2023,521
non indicato,femmine,estero,richiesto intervento del 113,2024,977
non indicato,femmine,estero,trasferito servizio,2015,37
non indicato,femmine,estero,trasferito servizio,2016,26
non indicato,femmine,estero,trasferito servizio,2017,72
non indicato,femmine,estero,trasferito servizio,2018,66
non indicato,femmine,estero,trasferito servizio,2019,30
non indicato,femmine,estero,trasferito servizio,2020,170
non indicato,femmine,estero,trasferito servizio,2021,64
non indicato,femmine,estero,trasferito servizio,2022,35
non indicato,femmine,estero,trasferito servizio,2023,224
non indicato,femmine,estero,trasferito servizio,2024,83
non indicato,femmine,estero,non trasferito servizio,2015,72
non indicato,femmine,estero,non trasferito servizio,2016,73
non indicato,femmine,estero,non trasferito servizio,2017,85
non indicato,femmine,estero,non trasferito servizio,2018,121
non indicato,femmine,estero,non trasferito servizio,2019,101
non indicato,femmine,estero,non trasferito servizio,2020,190
non indicato,femmine,estero,non trasferito servizio,2021,292
non indicato,femmine,estero,non trasferito servizio,2022,321
non indicato,femmine,estero,non trasferito servizio,2023,224
non indicato,femmine,estero,non trasferito servizio,2024,243
non indicato,femmine,estero,chiamate valide,2015,109
non indicato,femmine,estero,chiamate valide,2016,99
non indicato,femmine,estero,chiamate valide,2017,157
non indicato,femmine,estero,chiamate valide,2018,187
non indicato,femmine,estero,chiamate valide,2019,131
non indicato,femmine,estero,chiamate valide,2020,360
non indicato,femmine,estero,chiamate valide,2021,356
non indicato,femmine,estero,chiamate valide,2022,356
non indicato,femmine,estero,chiamate valide,2023,448
non indicato,femmine,estero,chiamate valide,2024,326
non indicato,femmine,estero,richiesto intervento del 118,2024,3
non indicato,femmine,estero,richiesto intervento del 112,2015,1
non indicato,femmine,estero,richiesto intervento del 112,2017,4
non indicato,femmine,estero,richiesto intervento del 112,2018,3
non indicato,femmine,estero,richiesto intervento del 112,2020,1
non indicato,femmine,estero,richiesto intervento del 112,2023,16
non indicato,femmine,estero,richiesto intervento del 112,2024,26
non indicato,femmine,estero,richiesto intervento del 113,2015,1
non indicato,femmine,estero,richiesto intervento del 113,2017,4
non indicato,femmine,estero,richiesto intervento del 113,2018,3
non indicato,femmine,estero,richiesto intervento del 113,2021,2
non indicato,femmine,estero,richiesto intervento del 113,2023,18
non indicato,femmine,estero,richiesto intervento del 113,2024,25
non indicato,femmine,italia,trasferito servizio,2015,438
non indicato,femmine,italia,trasferito servizio,2016,378
non indicato,femmine,italia,trasferito servizio,2017,910
non indicato,femmine,italia,trasferito servizio,2018,609
non indicato,femmine,italia,trasferito servizio,2019,270
non indicato,femmine,italia,trasferito servizio,2020,1972
non indicato,femmine,italia,trasferito servizio,2021,672
non indicato,femmine,italia,trasferito servizio,2022,229
non indicato,femmine,italia,trasferito servizio,2023,2022
non indicato,femmine,italia,trasferito servizio,2024,1952
non indicato,femmine,italia,non trasferito servizio,2015,828
non indicato,femmine,italia,non trasferito servizio,2016,701
non indicato,femmine,italia,non trasferito servizio,2017,1103
non indicato,femmine,italia,non trasferito servizio,2018,1850
non indicato,femmine,italia,non trasferito servizio,2019,1383
non indicato,femmine,italia,non trasferito servizio,2020,3703
non indicato,femmine,italia,non trasferito servizio,2021,7633
non indicato,femmine,italia,non trasferito servizio,2022,6714
non indicato,femmine,italia,non trasferito servizio,2023,9597
non indicato,femmine,italia,non trasferito servizio,2024,12119
non indicato,femmine,italia,chiamate valide,2015,1266
non indicato,femmine,italia,chiamate valide,2016,1079
non indicato,femmine,italia,chiamate valide,2017,2013
non indicato,femmine,italia,chiamate valide,2018,2459
non indicato,femmine,italia,chiamate valide,2019,1653
non indicato,femmine,italia,chiamate valide,2020,5675
non indicato,femmine,italia,chiamate valide,2021,8305
non indicato,femmine,italia,chiamate valide,2022,6943
non indicato,femmine,italia,chiamate valide,2023,11619
non indicato,femmine,italia,chiamate valide,2024,14071
non indicato,femmine,italia,richiesto intervento del 118,2016,2
non indicato,femmine,italia,richiesto intervento del 118,2017,2
non indicato,femmine,italia,richiesto intervento del 118,2022,1
non indicato,femmine,italia,richiesto intervento del 118,2023,20
non indicato,femmine,italia,richiesto intervento del 118,2024,43
non indicato,femmine,italia,richiesto intervento del 112,2015,11
non indicato,femmine,italia,richiesto intervento del 112,2016,16
non indicato,femmine,italia,richiesto intervento del 112,2017,20
non indicato,femmine,italia,richiesto intervento del 112,2018,22
non indicato,femmine,italia,richiesto intervento del 112,2019,26
non indicato,femmine,italia,richiesto intervento del 112,2020,12
non indicato,femmine,italia,richiesto intervento del 112,2022,1
non indicato,femmine,italia,richiesto intervento del 112,2023,477
non indicato,femmine,italia,richiesto intervento del 112,2024,873
non indicato,femmine,italia,richiesto intervento del 113,2015,9
non indicato,femmine,italia,richiesto intervento del 113,2016,13
non indicato,femmine,italia,richiesto intervento del 113,2017,16
non indicato,femmine,italia,richiesto intervento del 113,2018,15
non indicato,femmine,italia,richiesto intervento del 113,2019,14
non indicato,femmine,italia,richiesto intervento del 113,2020,3
non indicato,femmine,italia,richiesto intervento del 113,2021,1
non indicato,femmine,italia,richiesto intervento del 113,2023,503
non indicato,femmine,italia,richiesto intervento del 113,2024,952
non indicato,femmine,non indicato,trasferito servizio,2019,1
non indicato,femmine,non indicato,trasferito servizio,2020,1
non indicato,femmine,non indicato,non trasferito servizio,2022,3
non indicato,femmine,non indicato,chiamate valide,2019,1
non indicato,femmine,non indicato,chiamate valide,2020,1
non indicato,femmine,non indicato,chiamate valide,2022,3
non indicato,femmine,non indicato,richiesto intervento del 118,2022,1
non indicato,femmine,non indicato,richiesto intervento del 112,2019,1
non indicato,femmine,non indicato,richiesto intervento del 112,2020,1
non indicato,femmine,non indicato,richiesto intervento del 112,2022,3
non indicato,femmine,non indicato,richiesto intervento del 113,2019,1
